source,target,distance,time_ns,relaxed
1593064640,307398242,9535,328594084,1112740
881415446,1583088213,3010,108628250,305536
1383076535,2042049818,6904,316476417,865428
3314680434,1126400359,2112,46555000,98344
1312368562,1102708329,13747,550989166,1916199
1292337004,2817426661,3003,108135417,287772
31004173,1863685190,7183,220300417,654263
1163347683,2560613591,12891,581168333,1811740
1479437841,271903992,5095,170477750,465671
277547617,1246225040,12391,456065792,1551572
1117584712,293802789,4871,131364417,361841
2214440677,1158824233,7330,335103791,1065648
321445329,8091667,3462,206475958,418062
1576077570,270143565,4515,216726083,657632
3555421358,277627008,13369,551359041,1852374
4511983301,1106381692,2797,70292750,179511
288992599,1582971323,5940,152796000,442693
4719285546,1089544639,7363,275683291,873113
2058835840,4519617425,3430,146424625,404393
4195722890,2203723678,3184,125327667,350096
2516115279,3783964948,7121,313639125,1073086
1893903631,3474305084,10054,413152167,1386033
1569589944,4718431397,15957,575582208,1919586
3942505791,1028820023,12623,430361334,1604622
387464651,2600557306,15419,584791625,1882600
3724876077,1575319401,6733,311506292,994769
1700287710,1189995580,19285,648929583,2164473
1087586900,413190532,3054,118336875,306355
2268248353,2586473993,13056,475298667,1606892
4339308485,1581230654,9068,498443125,1457419
493511581,371813117,6243,290513958,928111
264991161,34023991,12081,445455041,1574078
1181000976,295335798,6673,306141542,898152
3351406312,280229649,8661,417754375,1149155
2938929229,2457376894,5324,301977792,850800
280299000,1909824834,18410,614427834,2099524
1680039974,270091414,13821,489071167,1667595
2068130161,289739041,6436,200492084,590602
1907943003,1125688105,2978,62074917,158858
1198936807,451765385,10352,431051667,1334456
457513321,1106290501,10723,450395583,1395972
4929312309,273406746,8296,388859958,1115492
255711684,387463675,8995,431924709,1455642
262159492,3277378306,5438,257212166,760562
444734317,2393275141,1399,27748041,59205
3400120974,3887510233,16089,568219541,1926743
2462903755,351862426,7136,293314875,963584
1517066506,5000636848,9879,460059625,1482462
1885702199,2252720051,11173,464168000,1468970
1573735580,1156986796,11613,441024875,1478675
4176897784,274253694,2238,100656542,239016
24670702,4244830513,5151,223719250,477273
31455985,510590935,16906,676602000,1992966
4155559313,1512249402,17762,650850500,2059536
1485031362,356660358,6892,336181667,1062804
2515577791,3777104765,6019,269964167,803464
4511983465,261023136,7614,369353500,1188141
772628155,4002839316,5755,360320084,978741
1151258644,1306485573,6976,351093750,1116233
2514808583,916433236,9383,548219500,1617595
369909238,3409487433,13826,507062583,1664182
