source,target,distance,time_ns,relaxed
624313202,2062275335,8419,3458708,1154
732923685,4895813497,8221,3110583,681
124166301,1126867482,8474,3565500,1263
881236325,1342328198,20151,5039208,1654
2346905724,3701570916,10920,3123625,1010
2084200435,410838918,12105,3113834,1236
930395932,5076571984,676,713500,52
292460460,333177953,15366,3265375,1070
1170903192,1107711977,11793,3691625,1001
3200315935,1430826546,7587,2782250,851
1177482946,97755637,11015,3849500,1176
5166024951,272497856,8178,3179250,1044
1467514281,4165598106,10365,3926500,998
1819742948,4095982099,10885,3561125,1143
60691945,3487727555,11844,3264167,1165
1276523534,3047325766,10996,3477833,1259
940003299,497787508,484,1087584,155
5387579188,1119629040,6363,2921291,897
746346175,2372992044,8599,3326292,971
4436827517,421432249,15006,3888875,1273
2523283785,2265558042,16465,2919625,915
1747631224,4665203181,5598,2737292,724
300082656,2370495719,14619,4197500,1117
4142243489,2520774368,15790,3283542,881
1205895880,290649218,8901,2791625,797
1893903809,287827087,5082,2505417,676
2249899029,494608109,8003,3532958,965
1570184030,2282323473,13994,3426875,1258
3092851657,1928056404,8612,3411917,1137
4520459738,1579915652,15207,3172250,1131
2091955325,3936192846,14073,3283125,1205
535621777,3327703423,10518,3080041,967
274236283,1377234986,5480,2571958,706
290596560,310753647,1914,2388250,628
2589609286,2478254204,9684,3402000,733
1126222755,3365983869,10596,3730542,1024
1122112360,1117236357,4309,1925208,369
31405344,3253923040,15326,3828083,1452
5223751661,3188792815,13248,3655542,1203
125427,1264185927,4696,3086875,1074
1269551209,2355684786,10745,3446125,1014
1094514476,309764796,11941,3794459,1070
1121596981,364157730,3553,1694708,348
3656785663,25231061,4585,2256458,504
1385084278,491588494,10030,3145125,939
1907662335,2351968113,3312,2126208,491
1179228548,3147939528,2153,2154625,499
279832996,1317298376,19091,3614250,1206
4029834811,366531074,18727,3499250,1236
256189417,2393882593,8220,3232458,891
3476267913,5355382931,2562,1559041,319
3673086924,2229206155,11826,2868833,960
8459777,1296626538,15652,3436958,1331
149125387,880403950,8881,2969917,964
